ID_obra,Tipo_ladrillo,Altura_muro,Ancho_muro,Espesor_muro,Area_muro,Cantidad_ladrillos,Cemento (Kg),Cal (Kg),Arena (m3),Cemento_albañilería (Kg)
790,Ceramico no portante 18x18x33,2.3,2.2,0.2,5.06,151.0,43.01,39.47,0.187,0.0
791,Ceramico no portante 18x18x33,2.83,4.92,0.2,13.92,500.0,0.0,0.0,0.64,118.35
792,Ceramico no portante 18x18x33,2.1,4.79,0.2,10.06,322.0,85.5,78.46,0.372,0.0
793,Ceramico no portante 18x18x33,1.87,4.14,0.2,7.74,258.0,0.0,0.0,0.356,65.81
794,Ceramico no portante 18x18x33,1.86,3.7,0.2,6.88,242.0,58.5,53.68,0.255,0.0
795,Ceramico no portante 18x18x33,2.07,5.27,0.2,10.91,390.0,92.73,85.09,0.404,0.0
796,Ceramico no portante 18x18x33,1.86,4.51,0.2,8.39,265.0,0.0,0.0,0.386,71.3
797,Ceramico no portante 18x18x33,2.6,5.48,0.2,14.25,494.0,0.0,0.0,0.655,121.11
798,Ceramico no portante 18x18x33,2.44,2.65,0.2,6.47,216.0,54.96,50.43,0.239,0.0
799,Ceramico no portante 18x18x33,1.98,2.6,0.2,5.15,162.0,43.76,40.15,0.19,0.0
800,Ceramico no portante 18x18x33,1.95,2.69,0.2,5.25,184.0,0.0,0.0,0.241,44.59
801,Ceramico no portante 18x18x33,2.76,2.99,0.2,8.25,298.0,70.15,64.37,0.305,0.0
802,Ceramico no portante 18x18x33,2.87,3.19,0.2,9.16,285.0,0.0,0.0,0.421,77.82
803,Ceramico no portante 18x18x33,2.85,5.16,0.2,14.71,450.0,0.0,0.0,0.676,125.0
804,Ceramico no portante 18x18x33,1.85,4.63,0.2,8.57,284.0,0.0,0.0,0.394,72.81
805,Ceramico no portante 18x18x33,1.9,5.97,0.2,11.34,348.0,0.0,0.0,0.522,96.42
806,Ceramico no portante 18x18x33,2.0,3.41,0.2,6.82,236.0,57.97,53.2,0.252,0.0
807,Ceramico no portante 18x18x33,2.54,3.64,0.2,9.25,300.0,0.0,0.0,0.425,78.59
808,Ceramico no portante 18x18x33,2.92,4.76,0.2,13.9,488.0,118.14,108.41,0.514,0.0
809,Ceramico no portante 18x18x33,2.78,2.16,0.2,6.0,213.0,51.04,46.84,0.222,0.0
810,Ceramico no portante 18x18x33,2.72,3.01,0.2,8.19,289.0,69.59,63.86,0.303,0.0
811,Ceramico no portante 18x18x33,2.15,2.37,0.2,5.1,183.0,0.0,0.0,0.234,43.31
812,Ceramico no portante 18x18x33,2.61,4.38,0.2,11.43,385.0,97.17,89.17,0.423,0.0
813,Ceramico no portante 18x18x33,1.8,3.51,0.2,6.32,193.0,0.0,0.0,0.291,53.7
814,Ceramico no portante 18x18x33,2.08,4.5,0.2,9.36,324.0,0.0,0.0,0.431,79.56
815,Ceramico no portante 18x18x33,1.96,4.42,0.2,8.66,305.0,0.0,0.0,0.399,73.64
816,Ceramico no portante 18x18x33,3.0,2.73,0.2,8.19,275.0,69.61,63.88,0.303,0.0
817,Ceramico no portante 18x18x33,1.83,4.49,0.2,8.22,287.0,0.0,0.0,0.378,69.84
818,Ceramico no portante 18x18x33,2.56,3.71,0.2,9.5,316.0,80.73,74.08,0.351,0.0
819,Ceramico no portante 18x18x33,2.28,5.22,0.2,11.9,399.0,0.0,0.0,0.547,101.16
820,Ceramico no portante 18x18x33,2.4,2.28,0.2,5.47,165.0,46.51,42.68,0.202,0.0
821,Ceramico no portante 18x18x33,2.9,3.63,0.2,10.53,322.0,0.0,0.0,0.484,89.48
822,Ceramico no portante 18x18x33,2.67,5.14,0.2,13.72,497.0,0.0,0.0,0.631,116.65
823,Ceramico no portante 18x18x33,2.54,4.32,0.2,10.97,344.0,0.0,0.0,0.505,93.27
824,Ceramico no portante 18x18x33,2.06,4.65,0.2,9.58,324.0,0.0,0.0,0.441,81.42
825,Ceramico no portante 18x18x33,2.62,5.61,0.2,14.7,517.0,0.0,0.0,0.676,124.93
826,Ceramico no portante 18x18x33,2.78,5.7,0.2,15.85,518.0,0.0,0.0,0.729,134.69
827,Ceramico no portante 18x18x33,1.92,3.61,0.2,6.93,239.0,58.92,54.06,0.256,0.0
828,Ceramico no portante 18x18x33,1.82,3.29,0.2,5.99,199.0,50.9,46.7,0.222,0.0
829,Ceramico no portante 18x18x33,2.45,5.4,0.2,13.23,476.0,0.0,0.0,0.609,112.46
830,Ceramico no portante 18x18x33,2.46,5.25,0.2,12.92,416.0,109.78,100.74,0.478,0.0
831,Ceramico no portante 18x18x33,2.27,2.96,0.2,6.72,203.0,57.11,52.41,0.249,0.0
832,Ceramico no portante 18x18x33,1.9,5.32,0.2,10.11,365.0,85.92,78.84,0.374,0.0
833,Ceramico no portante 18x18x33,2.85,5.98,0.2,17.04,571.0,0.0,0.0,0.784,144.87
834,Ceramico no portante 18x18x33,2.17,3.61,0.2,7.83,267.0,66.59,61.1,0.29,0.0
835,Ceramico no portante 18x18x33,1.96,4.53,0.2,8.88,271.0,0.0,0.0,0.408,75.47
836,Ceramico no portante 18x18x33,2.64,5.01,0.2,13.23,469.0,0.0,0.0,0.608,112.42
837,Ceramico no portante 18x18x33,2.54,2.75,0.2,6.98,208.0,59.37,54.48,0.258,0.0
838,Ceramico no portante 18x18x33,2.82,2.78,0.2,7.84,239.0,66.64,61.15,0.29,0.0
839,Ceramico no portante 18x18x33,2.14,3.19,0.2,6.83,215.0,0.0,0.0,0.314,58.03
840,Ceramico no portante 18x18x33,1.87,2.42,0.2,4.53,151.0,0.0,0.0,0.208,38.47
841,Ceramico no portante 18x18x33,2.15,5.73,0.2,12.32,408.0,0.0,0.0,0.567,104.72
842,Ceramico no portante 18x18x33,2.52,4.61,0.2,11.62,356.0,0.0,0.0,0.534,98.75
843,Ceramico no portante 18x18x33,2.68,3.46,0.2,9.27,314.0,0.0,0.0,0.427,78.82
844,Ceramico no portante 18x18x33,2.64,4.23,0.2,11.17,358.0,0.0,0.0,0.514,94.92
845,Ceramico no portante 18x18x33,2.18,2.23,0.2,4.86,168.0,41.32,37.92,0.18,0.0
846,Ceramico no portante 18x18x33,2.28,5.03,0.2,11.47,374.0,0.0,0.0,0.528,97.48
847,Ceramico no portante 18x18x33,2.46,5.16,0.2,12.69,403.0,0.0,0.0,0.584,107.9
848,Ceramico no portante 18x18x33,2.78,3.87,0.2,10.76,324.0,0.0,0.0,0.495,91.45
849,Ceramico no portante 18x18x33,2.59,5.99,0.2,15.51,507.0,131.87,121.01,0.574,0.0
850,Ceramico no portante 18x18x33,1.94,5.53,0.2,10.73,347.0,91.19,83.68,0.397,0.0
851,Ceramico no portante 18x18x33,2.54,3.83,0.2,9.73,314.0,82.69,75.88,0.36,0.0
852,Ceramico no portante 18x18x33,2.95,2.61,0.2,7.7,252.0,65.45,60.06,0.285,0.0
853,Ceramico no portante 18x18x33,2.28,3.35,0.2,7.64,233.0,0.0,0.0,0.351,64.92
854,Ceramico no portante 18x18x33,2.54,4.79,0.2,12.17,378.0,103.42,94.9,0.45,0.0
855,Ceramico no portante 18x18x33,2.85,4.31,0.2,12.28,392.0,0.0,0.0,0.565,104.41
856,Ceramico no portante 18x18x33,2.44,4.71,0.2,11.49,386.0,0.0,0.0,0.529,97.69
857,Ceramico no portante 18x18x33,2.85,4.23,0.2,12.06,427.0,0.0,0.0,0.555,102.47
858,Ceramico no portante 18x18x33,2.43,3.28,0.2,7.97,261.0,67.75,62.17,0.295,0.0
859,Ceramico no portante 18x18x33,1.9,3.91,0.2,7.43,251.0,0.0,0.0,0.342,63.15
860,Ceramico no portante 18x18x33,2.13,5.76,0.2,12.27,374.0,0.0,0.0,0.564,104.28
861,Ceramico no portante 18x18x33,2.52,5.21,0.2,13.13,430.0,0.0,0.0,0.604,111.6
862,Ceramico no portante 18x18x33,1.81,5.58,0.2,10.1,309.0,85.85,78.78,0.374,0.0
863,Ceramico no portante 18x18x33,1.83,5.93,0.2,10.85,328.0,0.0,0.0,0.499,92.24
864,Ceramico no portante 18x18x33,2.22,4.44,0.2,9.86,294.0,0.0,0.0,0.453,83.78
865,Ceramico no portante 18x18x33,2.52,5.61,0.2,14.14,455.0,0.0,0.0,0.65,120.17
866,Ceramico no portante 18x18x33,2.8,2.79,0.2,7.81,254.0,66.4,60.93,0.289,0.0
867,Ceramico no portante 18x18x33,2.4,2.27,0.2,5.45,169.0,46.31,42.49,0.202,0.0
868,Ceramico no portante 18x18x33,2.33,2.06,0.2,4.8,150.0,40.8,37.44,0.178,0.0
869,Ceramico no portante 18x18x33,2.06,4.5,0.2,9.27,310.0,0.0,0.0,0.426,78.8
870,Ceramico no portante 18x18x33,2.79,5.15,0.2,14.37,453.0,0.0,0.0,0.661,122.13
871,Ceramico no portante 18x18x33,2.25,4.5,0.2,10.12,301.0,86.06,78.97,0.375,0.0
872,Ceramico no portante 18x18x33,2.04,3.55,0.2,7.24,217.0,0.0,0.0,0.333,61.56
873,Ceramico no portante 18x18x33,2.94,5.53,0.2,16.26,511.0,138.19,126.81,0.602,0.0
874,Ceramico no portante 18x18x33,1.87,2.28,0.2,4.26,142.0,36.24,33.26,0.158,0.0
875,Ceramico no portante 18x18x33,2.04,3.03,0.2,6.18,188.0,0.0,0.0,0.284,52.54
876,Ceramico no portante 18x18x33,2.02,4.17,0.2,8.42,286.0,0.0,0.0,0.387,71.6
877,Ceramico no portante 18x18x33,2.51,3.82,0.2,9.59,313.0,81.5,74.79,0.355,0.0
878,Ceramico no portante 18x18x33,1.95,2.49,0.2,4.86,160.0,41.27,37.87,0.18,0.0
879,Ceramico no portante 18x18x33,1.87,4.76,0.2,8.9,307.0,75.66,69.43,0.329,0.0
880,Ceramico no portante 18x18x33,1.91,3.14,0.2,6.0,204.0,50.98,46.78,0.222,0.0
881,Ceramico no portante 18x18x33,2.39,3.66,0.2,8.75,261.0,0.0,0.0,0.402,74.35
882,Ceramico no portante 18x18x33,2.99,2.17,0.2,6.49,234.0,0.0,0.0,0.298,55.15
883,Ceramico no portante 18x18x33,2.08,2.39,0.2,4.97,153.0,42.26,38.78,0.184,0.0
884,Ceramico no portante 18x18x33,2.51,2.45,0.2,6.15,196.0,0.0,0.0,0.283,52.27
885,Ceramico no portante 18x18x33,2.55,4.59,0.2,11.7,412.0,0.0,0.0,0.538,99.49
886,Ceramico no portante 18x18x33,2.85,5.32,0.2,15.16,472.0,0.0,0.0,0.697,128.88
887,Ceramico no portante 18x18x33,2.69,4.45,0.2,11.97,356.0,101.75,93.37,0.443,0.0
888,Ceramico no portante 18x18x33,2.68,3.68,0.2,9.86,330.0,0.0,0.0,0.454,83.83
889,Ceramico no portante 18x18x33,1.88,2.72,0.2,5.11,184.0,43.47,39.89,0.189,0.0
890,Ceramico no portante 18x18x33,2.3,4.19,0.2,9.64,311.0,81.91,75.17,0.357,0.0
891,Ceramico no portante 18x18x33,2.72,5.98,0.2,16.27,484.0,0.0,0.0,0.748,138.26
892,Ceramico no portante 18x18x33,2.29,3.42,0.2,7.83,248.0,66.57,61.09,0.29,0.0
893,Ceramico no portante 18x18x33,2.51,5.75,0.2,14.43,461.0,122.68,112.57,0.534,0.0
894,Ceramico no portante 18x18x33,2.37,4.21,0.2,9.98,333.0,84.81,77.83,0.369,0.0
895,Ceramico no portante 18x18x33,1.83,3.42,0.2,6.26,218.0,53.2,48.82,0.232,0.0
896,Ceramico no portante 18x18x33,2.2,4.98,0.2,10.96,355.0,0.0,0.0,0.504,93.13
897,Ceramico no portante 18x18x33,2.33,3.27,0.2,7.62,272.0,64.76,59.43,0.282,0.0
898,Ceramico no portante 18x18x33,2.02,3.28,0.2,6.63,214.0,56.32,51.68,0.245,0.0
899,Ceramico no portante 18x18x33,2.68,2.1,0.2,5.63,188.0,47.84,43.9,0.208,0.0
900,Ceramico no portante 18x18x33,2.49,2.24,0.2,5.58,166.0,47.41,43.51,0.206,0.0
901,Bloque hormigon 19x19x39,1.95,3.01,0.2,5.87,75.0,19.37,8.8,0.088,0.0
902,Bloque hormigon 19x19x39,1.95,4.35,0.2,8.48,102.0,0.0,0.0,0.11,40.29
903,Bloque hormigon 19x19x39,2.7,5.65,0.2,15.26,193.0,50.34,22.88,0.229,0.0
904,Bloque hormigon 19x19x39,2.02,5.16,0.2,10.42,127.0,0.0,0.0,0.136,49.51
905,Bloque hormigon 19x19x39,2.31,4.46,0.2,10.3,118.0,34.0,15.45,0.155,0.0
906,Bloque hormigon 19x19x39,2.42,2.86,0.2,6.92,82.0,0.0,0.0,0.09,32.88
907,Bloque hormigon 19x19x39,2.53,3.55,0.2,8.98,120.0,29.64,13.47,0.135,0.0
908,Bloque hormigon 19x19x39,2.92,2.08,0.2,6.07,70.0,0.0,0.0,0.079,28.85
909,Bloque hormigon 19x19x39,2.6,5.23,0.2,13.6,183.0,44.87,20.4,0.204,0.0
910,Bloque hormigon 19x19x39,2.68,2.83,0.2,7.58,87.0,0.0,0.0,0.099,36.03
911,Bloque hormigon 19x19x39,2.88,3.02,0.2,8.7,102.0,0.0,0.0,0.113,41.31
912,Bloque hormigon 19x19x39,2.4,4.7,0.2,11.28,133.0,0.0,0.0,0.147,53.58
913,Bloque hormigon 19x19x39,2.18,3.64,0.2,7.94,93.0,26.19,11.9,0.119,0.0
914,Bloque hormigon 19x19x39,2.26,3.5,0.2,7.91,106.0,26.1,11.86,0.119,0.0
915,Bloque hormigon 19x19x39,1.87,2.73,0.2,5.11,69.0,0.0,0.0,0.066,24.25
916,Bloque hormigon 19x19x39,2.67,3.47,0.2,9.26,107.0,0.0,0.0,0.12,44.01
917,Bloque hormigon 19x19x39,2.69,2.93,0.2,7.88,96.0,0.0,0.0,0.102,37.44
918,Bloque hormigon 19x19x39,2.91,5.25,0.2,15.28,203.0,50.42,22.92,0.229,0.0
919,Bloque hormigon 19x19x39,2.88,5.38,0.2,15.49,181.0,0.0,0.0,0.201,73.6
920,Bloque hormigon 19x19x39,1.83,5.15,0.2,9.42,127.0,31.1,14.14,0.141,0.0
921,Bloque hormigon 19x19x39,1.9,4.4,0.2,8.36,104.0,0.0,0.0,0.109,39.71
922,Bloque hormigon 19x19x39,2.85,5.14,0.2,14.65,174.0,48.34,21.97,0.22,0.0
923,Bloque hormigon 19x19x39,2.82,3.31,0.2,9.33,106.0,30.8,14.0,0.14,0.0
924,Bloque hormigon 19x19x39,2.09,3.22,0.2,6.73,76.0,0.0,0.0,0.087,31.97
925,Bloque hormigon 19x19x39,1.96,5.81,0.2,11.39,137.0,37.58,17.08,0.171,0.0
926,Bloque hormigon 19x19x39,2.77,5.78,0.2,16.01,192.0,52.83,24.02,0.24,0.0
927,Bloque hormigon 19x19x39,2.65,4.97,0.2,13.17,170.0,43.46,19.76,0.198,0.0
928,Bloque hormigon 19x19x39,2.57,3.23,0.2,8.3,111.0,27.39,12.45,0.125,0.0
929,Bloque hormigon 19x19x39,2.82,3.53,0.2,9.95,116.0,0.0,0.0,0.129,47.28
930,Bloque hormigon 19x19x39,2.56,3.61,0.2,9.24,117.0,30.5,13.86,0.139,0.0
931,Bloque hormigon 19x19x39,2.79,5.32,0.2,14.84,193.0,0.0,0.0,0.193,70.5
932,Bloque hormigon 19x19x39,2.61,4.79,0.2,12.5,151.0,0.0,0.0,0.163,59.38
933,Bloque hormigon 19x19x39,1.97,4.45,0.2,8.77,105.0,0.0,0.0,0.114,41.64
934,Bloque hormigon 19x19x39,2.61,4.53,0.2,11.82,141.0,39.02,17.73,0.177,0.0
935,Bloque hormigon 19x19x39,2.84,2.53,0.2,7.19,98.0,23.71,10.78,0.108,0.0
936,Bloque hormigon 19x19x39,2.97,3.48,0.2,10.34,125.0,34.11,15.5,0.155,0.0
937,Bloque hormigon 19x19x39,2.36,2.13,0.2,5.03,58.0,0.0,0.0,0.065,23.88
938,Bloque hormigon 19x19x39,2.28,3.9,0.2,8.89,110.0,0.0,0.0,0.116,42.24
939,Bloque hormigon 19x19x39,2.74,2.78,0.2,7.62,101.0,25.14,11.43,0.114,0.0
940,Bloque hormigon 19x19x39,2.13,2.18,0.2,4.64,63.0,15.32,6.97,0.07,0.0
941,Bloque hormigon 19x19x39,2.52,5.98,0.2,15.07,185.0,0.0,0.0,0.196,71.58
942,Bloque hormigon 19x19x39,2.48,3.91,0.2,9.7,129.0,32.0,14.55,0.145,0.0
943,Bloque hormigon 19x19x39,2.9,5.38,0.2,15.6,204.0,51.49,23.4,0.234,0.0
944,Bloque hormigon 19x19x39,2.85,4.89,0.2,13.94,164.0,0.0,0.0,0.181,66.2
945,Bloque hormigon 19x19x39,2.09,2.29,0.2,4.79,62.0,0.0,0.0,0.062,22.73
946,Bloque hormigon 19x19x39,1.93,2.14,0.2,4.13,56.0,0.0,0.0,0.054,19.62
947,Bloque hormigon 19x19x39,2.7,3.1,0.2,8.37,107.0,27.62,12.56,0.126,0.0
948,Bloque hormigon 19x19x39,2.69,4.75,0.2,12.78,169.0,42.17,19.17,0.192,0.0
949,Bloque hormigon 19x19x39,2.61,2.13,0.2,5.56,69.0,18.35,8.34,0.083,0.0
950,Bloque hormigon 19x19x39,2.38,5.95,0.2,14.16,186.0,46.73,21.24,0.212,0.0
951,Bloque hormigon 19x19x39,2.28,5.45,0.2,12.43,148.0,0.0,0.0,0.162,59.02
952,Bloque hormigon 19x19x39,2.19,5.82,0.2,12.75,147.0,42.06,19.12,0.191,0.0
953,Bloque hormigon 19x19x39,1.88,5.97,0.2,11.22,152.0,0.0,0.0,0.146,53.31
954,Bloque hormigon 19x19x39,2.47,3.17,0.2,7.83,96.0,0.0,0.0,0.102,37.19
955,Bloque hormigon 19x19x39,2.39,3.32,0.2,7.93,91.0,0.0,0.0,0.103,37.69
956,Bloque hormigon 19x19x39,2.99,3.26,0.2,9.75,126.0,32.17,14.62,0.146,0.0
957,Bloque hormigon 19x19x39,1.95,4.54,0.2,8.85,102.0,0.0,0.0,0.115,42.05
958,Bloque hormigon 19x19x39,2.71,2.17,0.2,5.88,78.0,19.41,8.82,0.088,0.0
959,Bloque hormigon 19x19x39,2.95,2.99,0.2,8.82,118.0,29.11,13.23,0.132,0.0
960,Bloque hormigon 19x19x39,2.38,2.85,0.2,6.78,78.0,22.38,10.17,0.102,0.0
961,Bloque hormigon 19x19x39,2.89,5.28,0.2,15.26,205.0,0.0,0.0,0.198,72.48
962,Bloque hormigon 19x19x39,2.4,5.51,0.2,13.22,180.0,43.64,19.84,0.198,0.0
963,Bloque hormigon 19x19x39,1.99,4.76,0.2,9.47,110.0,0.0,0.0,0.123,44.99
964,Bloque hormigon 19x19x39,2.76,4.96,0.2,13.69,176.0,0.0,0.0,0.178,65.03
965,Bloque hormigon 19x19x39,1.9,3.51,0.2,6.67,81.0,0.0,0.0,0.087,31.68
966,Bloque hormigon 19x19x39,2.22,2.17,0.2,4.82,56.0,15.9,7.23,0.072,0.0
967,Bloque hormigon 19x19x39,2.72,2.43,0.2,6.61,90.0,0.0,0.0,0.086,31.4
968,Bloque hormigon 19x19x39,2.21,4.51,0.2,9.97,116.0,32.89,14.95,0.15,0.0
969,Bloque hormigon 19x19x39,2.44,4.98,0.2,12.15,161.0,40.1,18.23,0.182,0.0
970,Bloque hormigon 19x19x39,2.78,4.25,0.2,11.82,152.0,38.99,17.72,0.177,0.0
971,Bloque hormigon 19x19x39,2.79,4.76,0.2,13.28,167.0,43.83,19.92,0.199,0.0
972,Bloque hormigon 19x19x39,2.96,4.63,0.2,13.7,173.0,0.0,0.0,0.178,65.1
973,Bloque hormigon 19x19x39,2.24,5.3,0.2,11.87,139.0,0.0,0.0,0.154,56.39
974,Bloque hormigon 19x19x39,2.37,3.51,0.2,8.32,104.0,0.0,0.0,0.108,39.51
975,Bloque hormigon 19x19x39,2.29,2.29,0.2,5.24,66.0,17.31,7.87,0.079,0.0
976,Bloque hormigon 19x19x39,2.53,2.96,0.2,7.49,91.0,24.71,11.23,0.112,0.0
977,Bloque hormigon 19x19x39,2.45,2.93,0.2,7.18,95.0,0.0,0.0,0.093,34.1
978,Bloque hormigon 19x19x39,1.93,4.28,0.2,8.26,104.0,27.26,12.39,0.124,0.0
979,Bloque hormigon 19x19x39,2.33,3.13,0.2,7.29,83.0,24.07,10.94,0.109,0.0
980,Bloque hormigon 19x19x39,2.0,5.67,0.2,11.34,136.0,0.0,0.0,0.147,53.86
981,Bloque hormigon 19x19x39,1.94,2.02,0.2,3.92,49.0,12.93,5.88,0.059,0.0
982,Bloque hormigon 19x19x39,1.86,3.03,0.2,5.64,69.0,0.0,0.0,0.073,26.77
983,Bloque hormigon 19x19x39,2.9,3.7,0.2,10.73,129.0,0.0,0.0,0.139,50.97
984,Bloque hormigon 19x19x39,2.39,3.41,0.2,8.15,110.0,0.0,0.0,0.106,38.71
985,Bloque hormigon 19x19x39,2.32,3.25,0.2,7.54,98.0,24.88,11.31,0.113,0.0
986,Bloque hormigon 19x19x39,2.98,5.17,0.2,15.41,196.0,50.84,23.11,0.231,0.0
987,Bloque hormigon 19x19x39,2.77,5.38,0.2,14.9,182.0,0.0,0.0,0.194,70.79
988,Bloque hormigon 19x19x39,1.88,3.55,0.2,6.67,84.0,0.0,0.0,0.087,31.7
989,Bloque hormigon 19x19x39,2.56,2.75,0.2,7.04,92.0,0.0,0.0,0.092,33.44
990,Bloque hormigon 19x19x39,2.52,3.94,0.2,9.93,112.0,0.0,0.0,0.129,47.16
991,Bloque hormigon 19x19x39,2.44,3.58,0.2,8.74,111.0,0.0,0.0,0.114,41.49
992,Bloque hormigon 19x19x39,2.88,4.1,0.2,11.81,153.0,38.97,17.71,0.177,0.0
993,Bloque hormigon 19x19x39,2.41,3.72,0.2,8.97,102.0,0.0,0.0,0.117,42.58
994,Bloque hormigon 19x19x39,2.09,4.65,0.2,9.72,129.0,32.07,14.58,0.146,0.0
995,Bloque hormigon 19x19x39,2.67,4.4,0.2,11.75,153.0,0.0,0.0,0.153,55.8
996,Bloque hormigon 19x19x39,2.49,3.37,0.2,8.39,108.0,0.0,0.0,0.109,39.86
997,Bloque hormigon 19x19x39,2.01,2.43,0.2,4.88,65.0,0.0,0.0,0.063,23.2
998,Bloque hormigon 19x19x39,2.05,5.41,0.2,11.09,127.0,0.0,0.0,0.144,52.68
999,Bloque hormigon 19x19x39,2.02,3.72,0.2,7.51,87.0,24.8,11.27,0.113,0.0
1000,Bloque hormigon 19x19x39,1.97,3.15,0.2,6.21,77.0,20.48,9.31,0.093,0.0
1001,Bloque hormigon 19x19x39,2.47,5.43,0.2,13.41,173.0,44.26,20.12,0.201,0.0
1002,Bloque hormigon 19x19x39,2.66,5.72,0.2,15.22,191.0,50.21,22.82,0.228,0.0
1003,Bloque hormigon 19x19x39,2.79,2.41,0.2,6.72,88.0,22.19,10.09,0.101,0.0
1004,Bloque hormigon 19x19x39,1.87,2.7,0.2,5.05,65.0,0.0,0.0,0.066,23.98
1005,Bloque hormigon 19x19x39,1.95,2.49,0.2,4.86,63.0,16.02,7.28,0.073,0.0
1006,Bloque hormigon 19x19x39,2.38,2.1,0.2,5.0,59.0,16.49,7.5,0.075,0.0
1007,Bloque hormigon 19x19x39,1.96,4.91,0.2,9.62,127.0,31.76,14.44,0.144,0.0
1008,Bloque hormigon 19x19x39,2.26,4.03,0.2,9.11,121.0,30.06,13.66,0.137,0.0
1009,Bloque hormigon 19x19x39,2.47,3.39,0.2,8.37,113.0,0.0,0.0,0.109,39.77
1010,Bloque hormigon 19x19x39,2.67,5.35,0.2,14.28,191.0,47.14,21.43,0.214,0.0
1011,Bloque hormigon 19x19x39,1.85,2.2,0.2,4.07,52.0,13.43,6.1,0.061,0.0
1012,Bloque hormigon 19x19x39,2.61,3.35,0.2,8.74,102.0,0.0,0.0,0.114,41.53
1013,Bloque hormigon 19x19x39,2.74,5.0,0.2,13.7,169.0,45.21,20.55,0.206,0.0
1014,Bloque hormigon 19x19x39,2.11,5.31,0.2,11.2,136.0,36.97,16.81,0.168,0.0
1015,Bloque hormigon 19x19x39,1.94,2.15,0.2,4.17,47.0,13.76,6.26,0.063,0.0
1016,Bloque hormigon 19x19x39,2.1,2.4,0.2,5.04,61.0,16.63,7.56,0.076,0.0
1017,Bloque hormigon 19x19x39,2.49,4.28,0.2,10.66,128.0,35.17,15.99,0.16,0.0
1018,Bloque hormigon 19x19x39,2.24,2.4,0.2,5.38,70.0,0.0,0.0,0.07,25.54
1019,Bloque hormigon 19x19x39,2.48,4.07,0.2,10.09,120.0,0.0,0.0,0.131,47.94
1020,Bloque hormigon 19x19x39,2.62,3.16,0.2,8.28,97.0,27.32,12.42,0.124,0.0
1021,Bloque hormigon 19x19x39,2.91,2.22,0.2,6.46,80.0,0.0,0.0,0.084,30.69
1022,Bloque hormigon 19x19x39,2.46,3.0,0.2,7.38,89.0,0.0,0.0,0.096,35.06
1023,Bloque hormigon 19x19x39,2.42,2.4,0.2,5.81,65.0,0.0,0.0,0.076,27.59
1024,Bloque hormigon 19x19x39,2.52,2.32,0.2,5.85,75.0,19.29,8.77,0.088,0.0
1025,Bloque hormigon 19x19x39,2.76,2.64,0.2,7.29,91.0,0.0,0.0,0.095,34.61
1026,Bloque hormigon 19x19x39,2.55,2.53,0.2,6.45,77.0,0.0,0.0,0.084,30.64
1027,Bloque hormigon 19x19x39,2.16,4.5,0.2,9.72,113.0,0.0,0.0,0.126,46.17
1028,Bloque hormigon 19x19x39,2.07,4.47,0.2,9.25,105.0,0.0,0.0,0.12,43.95
1029,Bloque hormigon 19x19x39,2.33,5.39,0.2,12.56,147.0,41.44,18.84,0.188,0.0
1030,Bloque hormigon 19x19x39,2.98,5.35,0.2,15.94,211.0,52.61,23.91,0.239,0.0
1031,Bloque hormigon 19x19x39,2.33,5.27,0.2,12.28,165.0,0.0,0.0,0.16,58.33
1032,Bloque hormigon 19x19x39,2.9,3.55,0.2,10.3,137.0,33.97,15.44,0.154,0.0
1033,Bloque hormigon 19x19x39,2.02,3.78,0.2,7.64,95.0,0.0,0.0,0.099,36.27
1034,Bloque hormigon 19x19x39,2.31,4.51,0.2,10.42,122.0,0.0,0.0,0.135,49.49
1035,Bloque hormigon 19x19x39,3.0,2.13,0.2,6.39,75.0,0.0,0.0,0.083,30.35
1036,Bloque hormigon 19x19x39,2.26,3.13,0.2,7.07,84.0,23.34,10.61,0.106,0.0
1037,Bloque hormigon 19x19x39,2.66,5.91,0.2,15.72,191.0,0.0,0.0,0.204,74.67
1038,Bloque hormigon 19x19x39,2.57,5.4,0.2,13.88,181.0,45.8,20.82,0.208,0.0
1039,Bloque hormigon 19x19x39,2.27,4.43,0.2,10.06,124.0,0.0,0.0,0.131,47.77
1040,Bloque hormigon 19x19x39,2.91,2.92,0.2,8.5,101.0,0.0,0.0,0.11,40.36
1041,Bloque hormigon 19x19x39,2.28,2.23,0.2,5.08,64.0,16.78,7.63,0.076,0.0
1042,Bloque hormigon 19x19x39,1.82,3.36,0.2,6.12,80.0,20.18,9.17,0.092,0.0
1043,Bloque hormigon 19x19x39,2.29,4.02,0.2,9.21,103.0,30.38,13.81,0.138,0.0
1044,Bloque hormigon 19x19x39,2.41,5.0,0.2,12.05,144.0,39.76,18.08,0.181,0.0
1045,Bloque hormigon 19x19x39,2.89,4.87,0.2,14.07,178.0,46.45,21.11,0.211,0.0
1046,Bloque hormigon 19x19x39,2.33,5.76,0.2,13.42,160.0,44.29,20.13,0.201,0.0
1047,Bloque hormigon 19x19x39,2.63,5.45,0.2,14.33,196.0,0.0,0.0,0.186,68.08
1048,Bloque hormigon 19x19x39,1.84,4.91,0.2,9.03,121.0,29.81,13.55,0.136,0.0
1049,Bloque hormigon 19x19x39,2.42,3.16,0.2,7.65,95.0,0.0,0.0,0.099,36.32
1050,Bloque hormigon 19x19x39,2.54,2.7,0.2,6.86,85.0,0.0,0.0,0.089,32.58
